Listing Id|Review 1|Review 2|Review 3|Review 4|Review 5|name|neighbourhood|room_type|picture_url|listing_url
497810|Awesomeness|Location is WONDERFUL! Very close to the metro (many lines), the Freedom Trail, Beacon Hill, lots of big fashion stores and restaurants. The flat is great and practical. Lots of amenities. A nice kitchen. Water fountain. Jon answers quickly and is helpful for addresses. We recomend it to visit Boston!|Excellent location, one block to Boston Commons and Freedom Trail. Excellent sheets, lots of space and very clean. Downside was excessive noise more than anticipated in front 2 bedrooms - especially when delivery trucks start arriving at 3 am - if you are sensitive to noise you will need earplugs (Jon does supply if you forget - Thanks Jon!). Otherwise a perfect visit - thanks to our host, Jon!|Clean, central, a lot of space for a good groups of friends. Good setup|The apartment was modern, clean and in a great location. Jon was accommodating with great communication and we were extremely grateful to be allowed to check in early! We enjoyed our stay and would definitely stay here again. |LOCATION, LOCATION, LOCATION, 3BDR 5TH FLR|Downtown|Entire home/apt|https://a0.muscache.com/im/pictures/42103695/8f7928ad_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/497810
4090224|Tiffany was so welcoming and took great care of us during our stay! She was helpful with parking and provided us with everything we needed for a wonderful Thanksgiving away from home. The house is lovely and exactly as we expected. It was a comfortable size for our family of 5! I highly recommend staying at Tiffany's place whenever you are in the Boston area!|Everything about the house was great. It was in the perfect location for all the things we wanted to do! All the high-tech  modern updated features were a nice touch. I know everyone who stayed was very impressed!|Stunning apartment. Wonderful host.  |Great host, very friendly and accommodating. The house was clean, and had everything! |Tiffany has designed a very nice looking house close to the center (1 mile) of Boston, in a quiet environment. It is full of ideas that make it both confortable and enjoyable, perfect for 4 people, or for a short stay of 6 people, |Modern 3BD+ private home-near BCEC|South Boston|Entire home/apt|https://a0.muscache.com/im/pictures/1f4fd23e-c9cc-4992-b8b6-58658431e58d.jpg?aki_policy=large|https://www.airbnb.com/rooms/4090224
7287822|Susie, Muy buena Anfitriona, una agradable estada y magnifica atencin. Altamente recomendado :)|Ett fantastiskt charmigt boende! Susie var en underbar vrd och tog vl hand om oss och ordnade srskild extrasng och frukost t vrt barn. Toppen! Omrdet r s fint med sina annorlunda hus och nra till bde restauranger och tunnelbana. Ett perfekt stt att f se lite mer av Boston! Vi r jttenjda! |Susie is an awesome host, if you are looking for a cozy place near Boston, look no further ! |Susie was a great host - kept in touch, met us and provided a well equipped and very, comfortable apartment. |Susie was great! Apartment beautiful! She helped us a lot and has an answer for every question :). We felt homely |Light and airy separate apartment in funky JP|Jamaica Plain|Entire home/apt|https://a0.muscache.com/im/pictures/98083145/a82930bb_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/7287822
6066455|Great place! Perfect location. Jason made sure our stay was complete. |Fantastic. Great apartment. Great location. |This apartment was amazing. Great location, wonderful apartment; would definitely stay here again. |Amazing apartment and Jason was a great host. Accommodating and helpful! Can't wait to go back!|Fantastic place.  Jason was great and easy to communicate with.  Place is very clean and in an fantastic location.  Well done and will certainly try and stay there again when in town.|Large 3.5 BR2 BA Penthouse Duplex|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/83537839/ee882b5c_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6066455
8271384|Great location|Great location. Had a nice time. |Great place to stay. Close to the Convention Center in a safe and quiet residential neighborhood. |EVERYTHING WAS GREAT EASY TO WORK WITH DREW|Great place! Perfect location for the conference center and Drew was extremely helpful in my last minute needs!|Bright  Open Studio by Convention Center|South Boston Waterfront|Entire home/apt|https://a0.muscache.com/im/pictures/38e7c573-d992-4657-9700-614600224bba.jpg?aki_policy=large|https://www.airbnb.com/rooms/8271384
9107357|The place was nice, accurately listed, and in a great location!|Great experience. Fantastic location|Excellent location. Great for walking. Very comfortable. Would stay again!|The apartment was very nice, spacious and clean. Location was awesome! I would definitely stay here again.|Great condo and awesome location. Central to all the sights in Boston.|An Elegant Condo in Beacon Hill|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/28f8dfa4-b1ba-4726-b65d-5ba6f07138c2.jpg?aki_policy=large|https://www.airbnb.com/rooms/9107357
1391215|Pretty house, sweet apple! would like to come back if come Boston again|I felt very comfortable and relaxed in Hermina's place. The house and room was charming, very neat and personable.|Quiet place that is close to transportation to central locations.   Great value with good service and communication with host.   |Really neat house  comfortable room!!  Close to station!! Strongly recommend for those want to stay Boston :)|We booked this room for our Au-pair who enjoyed the stay and the house was well located. |Nice Cozy  room E|Dorchester|Private room|https://a0.muscache.com/im/pictures/20873618/82156b99_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1391215
169430|L'appartement de Kate est vraiment agrable  vivre notamment avec sa terrasse dans les arbres suffisamment spacieuse pour y manger  9 (un petit peu serr).  L'appartement est un peu  l'extrieur du centre de Boston mais facilement accessible en mtro qui se trouve  600 o 700m. Nous avons aussi apprci la prsence de la machine  laver et  scher le linge ainsi que le lave vaisselle.|Kate was a great host!  Thank you for the hospitality!|Great stay and a cozy house!|The house is so beautiful! We had a really good stay in Boston! Kate is very nice and generous. Thanks Kate!|Kate has very nice vintage house. We were there  with two kids and  the playground with splashpad just across the street was helpful. |Elegant Urban Art-Filled Victorian|Roxbury|Entire home/apt|https://a0.muscache.com/im/pictures/69226883/f71b161d_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/169430
14262627|Great location!|Great place, location, and very friendly host. |Lovely apartment with great view on Boston. Very nice host.|Jesse's place was very nice and both him and Tanya were very helpful and accommodating during our trip. We had a blast while in Boston!|Trs pratique pour visiter Boston.  Un peu bruyant  cause de la proximit de l'aroport, mais c'est tout.  Je sjournerais  nouveau chez Jesse |Sunny roomprivate bathharbor view|East Boston|Private room|https://a0.muscache.com/im/pictures/c08c4716-8d64-45f7-bfc3-31b73c094423.jpg?aki_policy=large|https://www.airbnb.com/rooms/14262627
8402408|Betsy's place is genuinely extraordinary. |This was a great place to stay and explore Boston!! Thank you Betsy!|Great location and Betsy was a great host!|Very good place and Betsy is a friendly host! |Excellent place, would stay here again. Betsy is wonderful!|Room on Top - South End brownstone|Roxbury|Private room|https://a0.muscache.com/im/pictures/4bb49dd2-ec9b-4b65-a824-307af8ebc9df.jpg?aki_policy=large|https://www.airbnb.com/rooms/8402408
2931165|We loved our stay here in Boston! Cynthia and Keith were very welcoming and polite. The room was also very comfortable for its size. Would stay here again in a heartbeat. Thanks for everything!|Cynthia Brown was a wonderful host and I had a pleasant stay. The room was comfortable.|My stay at Cynthia's home was very peaceful and convenient for me as I was visiting Boston for a weekend. Cynthia was very prompt in reaching out to me after my reservation was confirmed and welcomed me upon my arrival. I share the same sentiments with previous guests that her home is a lovely place for anyone who plans to visit Boston and needs a nice place to stay.|Cynthia was great and had a lovely home. I was only there a short while, and was out most of the time, but the bed was comfy and clean and all that o needed! There is a small v in the room which I wasn't expecting which was nice. Public transportation can be a little tedious with having to catch a bus as well, but it if you have the time, it does save money! |We couldn't of had a better host. The bed was comfortable and the place was well kept and felt homey. The wifi connection was great. It's about 20 minutes from the airport and downtown is a train ride away.|Victorian Full Bed|Mattapan|Private room|https://a0.muscache.com/im/pictures/81fd650c-6154-46ae-b8b0-3d1fa0e2fd9c.jpg?aki_policy=large|https://www.airbnb.com/rooms/2931165
